Borough,Address,Number of Floors,Zoning District,Year Built,Building Class,Filing Status,Filing Date,Owner Name,Owner Bus Name,Qewi Name,Qewi Bus Name
MANHATTAN,BROAD STREET 117,40,C5-5,1970,RB,UNSAFE,03/16/2017,DAWN  KEYS,125 BROAD CONDOMINIUM,TIMOTHY  WEBB,O&amp;S ASSOCIATES
MANHATTAN,MADISON STREET 26,17,R7-2,1950,D6,UNSAFE,09/27/2013,NEW YORK CITY HOUSING AUTHORITY,RONNETTE  RILEY,RONNETTE RILEY ARCHITECT
MANHATTAN,CATHERINE STREET 54,17,R7-2,1950,D6,UNSAFE,12/13/2017,GARY  GUILLAUME,NYC HOUSING AUTHORITY,JONATHAN  CELLA,GANDHI ENGINEERING INC.
MANHATTAN,PEARL STREET 388,17,R7-2,1950,D6,UNSAFE,02/20/2020,LLOYD  VALDEZ,NYCHA,HARENDRA  SEVAK,GANDHI ENGINEERINGINC.
MANHATTAN,PEARL STREET 388,17,R7-2,1950,D6,UNSAFE,12/31/2012,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,SOUTH STREET 180,17,R7-2,1950,D6,UNSAFE,12/31/2012,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG.& ARCH
MANHATTAN,CATHERINE SLIP 20,17,R7-2,1950,D6,UNSAFE,12/31/2012,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,PEARL STREET 374,17,R7-2,1950,D6,UNSAFE,12/31/2012,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,CATHERINE SLIP 10,17,R7-2,1950,D6,UNSAFE,12/31/2012,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,SOUTH STREET 182,17,R7-2,1950,D6,UNSAFE,12/31/2012,NYCHA,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,NASSAU STREET 150,23,C6-4,1895,RM,UNSAFE,08/31/2020,DONNA  AULETTA,150 Nassau Street Condominium,MARIE  ENNIS,OLD STRUCTURES ENGINEERING
MANHATTAN,NASSAU STREET 150,23,C6-4,1895,RM,UNSAFE,10/25/2007,150 NASSAU CONDOMINIUM,MICHAEL  GUILFOYLE,GOLDSTEIN ASSOCIATES CNSLTG ENGS
MANHATTAN,NASSAU STREET 150,23,C6-4,1895,RM,UNSAFE,DONNA  AULETTA,150 Nassau Street Condominium,MARIE  ENNIS,OLD STRUCTURES ENGINEERING
MANHATTAN,PARK ROW 41,16,C6-4,1900,W6,UNSAFE,06/25/2015,PACE UNIVERISTY,ROBERT A LENAHAN,LENAHAN ARCHITECT
MANHATTAN,PARK ROW 41,16,C6-4,1900,W6,UNSAFE,06/25/2015,PACE UNIVERISTY,ROBERT A LENAHAN,LENAHAN ARCHITECT
MANHATTAN,BROADWAY 229,60.5,C5-3,1913,RM,UNSAFE,02/21/2013,233 BROADWAY OWNERS LLC,RICHARD  LEFEVER,FACADE MD - ARCH & ENGINEERS
MANHATTAN,MURRAY STREET 71,13,C6-2A,2001,RM,UNSAFE,02/20/2019,TAMARA  DOWNEY,HASTINGS CONDOMINIUM,JAMES  CICALO,FSI ARCHITECTURE PC
MANHATTAN,NASSAU STREET 90,8,C5-5,1900,D5,UNSAFE,02/20/2007,90 NASSAU STREET LLC,ALAN  MARCUS,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,NASSAU STREET 90,8,C5-5,1900,D5,UNSAFE,12/14/2018,CHARLES  COHEN,90 Nasssau Street LLC,VIVEK  PATEL,RAND ENGINEERING & ARCHITECTURE DP
MANHATTAN,BROADWAY 258,8,C5-3,1900,D4,UNSAFE,09/16/2020,IRA  MEISTER,City Hall Tower Corp.,MARK  LICALZI,LUKE LICALZI P.E.P.C.
MANHATTAN,NASSAU STREET 73,16,C5-5,1906,RM,UNSAFE,02/21/2007,29 JOHN STREET L.L.C.,IVAN  BRICE,IVAN BRICE ARCHITECTURE
MANHATTAN,BROADWAY 195,29,C5-5,1916,O4,UNSAFE,02/20/2007,L & L HOLDING COMPANY,ISRAEL  BERGER,ISRAEL BERGER & ASSOCIATES LLC
MANHATTAN,WARREN STREET 41,7,C6-3A,1854,RM,UNSAFE,02/15/2007,THE ADMIRAL WARREN CONDO,ERIC W COWLEY,COWLEY ENGINEERING P.C
MANHATTAN,BROADWAY 253,15,C5-3,1937,RC,UNSAFE,02/16/2007,NYC DEPT.OF CITYWIDE ADM,JOSEPH S ALIOTTA,SWANKE HAYDEN CONNELL & PARTNER
MANHATTAN,MURRAY STREET 25,10,C6-3A,1930,RM,UNSAFE,02/17/2017,MICHAEL  COHEN,Tribeca Space Managers,GARY  MANCINI
MANHATTAN,BROADWAY 261,12,C5-3,1915,RM,UNSAFE,02/02/2018,SOPHIE  CARRINGTON,FIRSTSERVICE RESIDENTIAL,ERIC  COWLEY
MANHATTAN,CHAMBERS STREET 146,7,C6-3A,1915,RM,UNSAFE,01/02/2019,PAUL  BRENSILBER,JORDAN COOPER LLC,EVAN  PETKANAS,STONE ENGINEERING PC
MANHATTAN,CHAMBERS STREET 199,8,C6-4,1980,W5,UNSAFE,02/14/2007,C.U.N.Y. DDCM,DAVID  MAY,SUPERSTRUCTURES
MANHATTAN,CHAMBERS STREET 199,8,C6-4,1980,W5,UNSAFE,02/20/2020,ROBERT  LEMIEUX,NYC - CUNY,PAUL  MILLMAN,SUPERSTRUCTURES ENG. + ARCH.
MANHATTAN,MURRAY STREET 101,63,C6-4,2016,RM,UNSAFE,02/20/2007,ST. JOHN'S UNIVERSITY,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,JAY STREET 8,6,C6-2A,1896,RM,UNSAFE,11/21/2006,JEFFERSONIAN JAY STREET,VICTOR  SCHWARTZ,VICTOR SCHWARTZ
MANHATTAN,PARK ROW 13,29,C5-5,1899,RD,UNSAFE,08/21/2012,PARK ROW REALTY LP,THOMAS C CATALDO,CATALDO ENGINEERING PC
MANHATTAN,ANN STREET 25,10,C5-5,1923,RM,UNSAFE,01/26/2007,EDGAR HOUSE CONDOMINIUM,WALTER B MELVIN,WALTER B. MELVIN ARCHITECTS LLC
MANHATTAN,GOLD STREET 100,10,C6-4,1970,O3,UNSAFE,09/02/2014,NYC DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,GOLD STREET 100,10,C6-4,1970,O3,UNSAFE,01/11/2016,NYC DCAS,JOSEPH  FARAHNIK,JOSEPH FARAHNIK CONSULT. ENGR
MANHATTAN,WEST BROADWAY 90,14,C6-3A,1920,D4,UNSAFE,06/04/2012,GERKEN BUILDING CORPORATION,ALAN S EPSTEIN,EPSTEIN ENGINEERING.PC
MANHATTAN,WEST BROADWAY 90,14,C6-3A,1920,D4,UNSAFE,05/16/2019,ANDREW  POSNER,GERKEN BUILDING CORPORATION GERKEN BUILDING CORP (,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,CHAMBERS STREET 125,7,C6-3A,1890,H2,UNSAFE,04/18/2014,95 WEST BROADWAY HOLDINGS LLC,EDWARD T SIMONIELLO,SW ENGINEERING CO.PLLC
MANHATTAN,CHAMBERS STREET 125,7,C6-3A,1890,H2,UNSAFE,10/31/2017,SHIMMIE  HORN,TRIUMPH HOTELS,LEVON  SHAGINYAN,SW ENGINEERING
MANHATTAN,CHAMBERS STREET 125,7,C6-3A,1890,H2,UNSAFE,04/18/2014,95 WEST BROADWAY HOLDINGS LLC,EDWARD T SIMONIELLO,SW ENGINEERING CO.PLLC
MANHATTAN,WORTH STREET 40,16,C6-4,1929,O6,UNSAFE,02/21/2018,JAMES  COFFEY,40 Worth Street Associates LLC,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,HUDSON STREET 34,8,C6-2A,1910,RM,UNSAFE,02/14/2012,MOWHAWK ATELIER,JOSEPH  CANTON,JMA CONSULTANTS & ENGINEERS PC
MANHATTAN,HUDSON STREET 34,8,C6-2A,1910,RM,UNSAFE,02/14/2012,MOWHAWK ATELIER,JOSEPH  CANTON,JMA CONSULTANTS & ENGINEERS PC
MANHATTAN,READE STREET 97,7,C6-3A,1862,RM,UNSAFE,09/30/2009,READE COURT CONDO.,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,BROADWAY 273,18,C6-4A,1900,O6,UNSAFE,09/10/2019,LESLIE  FELDMAN,CHAMBERS COMPANY LLC,BARIS  ACAR,PACE ENGINEERING P.C.
MANHATTAN,BROADWAY 273,18,C6-4A,1900,O6,UNSAFE,06/21/2016,CHAMBERS COMPANY LLC,STEVEN  COURTENAY,AMERISTRUCTURES LLC
MANHATTAN,BEEKMAN STREET 52,8,C6-4,1968,I1,UNSAFE,01/06/2011,NEW YORK DOWNTOWN HOSPITAL,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,BEEKMAN STREET 52,8,C6-4,1968,I1,UNSAFE,01/06/2011,NEW YORK DOWNTOWN HOSPITAL,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,NASSAU STREET 145,11,C6-4,1886,D4,UNSAFE,02/20/2007,38 PARK ROW RESIDENCE,ERICK  COWLEY,COWLEY ENGINEERING
MANHATTAN,DUANE STREET 112,7,C6-2A,1857,RM,UNSAFE,03/12/2018,PAMELA  MALKANI,72 READE CONDOMINIUM,JOSEPH  CANTON,JMA CONSULTANTS AND ENGINEERS P.C.
MANHATTAN,WATER STREET 272,7,C6-2A,1867,R4,UNSAFE,02/20/2017,OMRI  DICK,Livingston Management,ANTHONY  ADDESSO,MUNICIPAL BUILDING CONSULTANTS
MANHATTAN,CHAMBERS STREET 23,8.5,C6-4,1911,O3,UNSAFE,02/21/2007,NYC DEPT.OF CITYWIDE ADM,JOSEPH  ALIOTTA,SWANKE HAYDEN CONNELL & PRTS LLP
MANHATTAN,FRANKLIN STREET 50,18,C6-4A,2007,RD,UNSAFE,12/06/2019,ALEX  KALAJIAN,50 Franklin Street Condominium,NATHANIEL  OPPENHEIMER,ROBERT SILMAN ASSOC STRUCT ENG DPC
MANHATTAN,CENTRE STREET 60,7,C6-4,1921,Z1,UNSAFE,05/08/2014,NYC DCAS,PAUL  MILLIMAN,SUPERSTRUCTURES ENG.& ARCH
MANHATTAN,CENTRE STREET 60,7,C6-4,1921,Z1,UNSAFE,06/01/2018,JOSEPH  WAGNER,DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,CENTRE STREET 1,39,C6-4,1914,O4,UNSAFE,10/13/2020,JOSEPH  WAGNER,DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG. + ARCH.
MANHATTAN,CENTRE STREET 1,39,C6-4,1914,O4,UNSAFE,02/16/2007,NYC DEPT OF CITYWIDE ADM,JOSEPH  ALIOTTA,SWANKE HAYDEN CONNELL & PARTNER
MANHATTAN,CENTRE STREET 1,39,C6-4,1914,O4,UNSAFE,09/10/2014,NYC DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,CHURCH STREET 271,17,C6-2A,1931,RM,UNSAFE,02/21/2017,DAVID  LEDY,Franklin Tower Owners Corp.,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,BROADWAY 50,38,C5-5,1927,O4,UNSAFE,03/15/2013,50 BROADWAY REALTY CORP,STEPHEN L COHAN,STELCO RESTORATION & TECH CORP
MANHATTAN,PARK PLACE 53,12,C6-4,1921,D5,UNSAFE,02/13/2007,LIONSHEAD 53 DEVELOPMENT,MICHAEL  SLEIMAN,MIDTOWN PRESERVATION ARCHITECTUR
MANHATTAN,PARK PLACE 53,12,C6-4,1921,D5,UNSAFE,02/23/2018,JJ  BISTRICER,50 Murray Street Acquisition LLC,MICHAEL  SLEIMAN,MIDTOWN PRESERVATION ARCHITECTURE &amp;
MANHATTAN,MOTT STREET 50,7,C6-1,1945,C7,UNSAFE,01/13/2021,ALBERT  WU,Wing Wah Realty Corp.,MICHAEL  LARKIN,RAND ENGINEERING & ARCHITECTURE DP
MANHATTAN,MOTT STREET 50,7,C6-1,1945,C7,UNSAFE,02/20/2007,WING WAH REALTY CORP,MICHAEL  LARKIN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,BROAD STREET 46,20,C5-5,1913,O4,UNSAFE,11/17/2006,50 BROAD STREET INC,ROBERT L ZIMMERMAN,HOWARD L ZIMMERMAN ARCHITECTS PC
MANHATTAN,WEST BROADWAY 248,8,C6-2A,1915,K4,UNSAFE,02/16/2007,250 WEST BROADWAY REALTY,ALAN  EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,WEST BROADWAY 248,8,C6-2A,1915,K4,UNSAFE,02/15/2018,RICHARD  HEINRICH,250 WEST BROADWAY REALTY CORP.,THOMAS  FENNIMAN
MANHATTAN,WALL STREET 63,37,C5-5,1929,D5,UNSAFE,02/21/2007,RBNB SUBTENANT,ROY J SOKOLOSKI,ALSA ARCHITECTURE LLC
MANHATTAN,WALL STREET 63,37,C5-5,1929,D5,UNSAFE,06/18/2012,METRO LOFT MANAGEMENT,HOWARD L ZIMMERMAN,HOWARD L. ZIMMERMAN ARCH
MANHATTAN,NORTH MOORE STREET 31,8,C6-2A,1915,RM,UNSAFE,11/28/2012,THE MERCHANTS HOUSE CONDO,WALTER B MELVIN,WALTER B. MELVIN ARCHITECTS LL
MANHATTAN,NORTH MOORE STREET 35,8,C6-2A,1915,RM,UNSAFE,09/28/2012,THE MERCHANTS HOUSE CONDO,WALTER B MELVIN,WALTER B. MELVIN ARCHITECTS
MANHATTAN,BROADWAY 374,24,C6-4A,1990,RM,UNSAFE,01/04/2006,MANDARIN PLAZA CONDO,KEVIN  BONE,BONE& LEVINE ARCHITECTS
MANHATTAN,LEONARD STREET 66,14,C6-2A,1901,RM,UNSAFE,02/20/2013,THE TEXTILE BUILDING CON,BARIS  ACAR,PACE ENGINERING P.C
MANHATTAN,WORTH STREET 93,17,C6-4A,1924,RM,UNSAFE,02/13/2019,AMIR  SADR,93 WORTH CONDOMINIUM,HOWARD  ZIMMERMAN,HLZIMMERMAN ARCHITECTS
MANHATTAN,BAXTER STREET 91,7,C6-1,1880,C7,UNSAFE,07/14/2010,CANBAX REALTY,THOMAS C CATALDO,CATALDO ENGINEERING P.C
MANHATTAN,BAXTER STREET 93,7,C6-1,1880,C7,UNSAFE,07/14/2010,CANBAX REALTY,THOMAS C CATALDO,CATALDO ENGINEERING P.C
MANHATTAN,BAXTER STREET 91,7,C6-1,1880,C7,UNSAFE,07/14/2010,CANBAX REALTY,THOMAS C CATALDO,CATALDO ENGINEERING P.C
MANHATTAN,BAXTER STREET 93,7,C6-1,1880,C7,UNSAFE,07/14/2010,CANBAX REALTY,THOMAS C CATALDO,CATALDO ENGINEERING P.C
MANHATTAN,BAXTER STREET 91,7,C6-1,1880,C7,UNSAFE,06/15/2015,CANBAX REALTY CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,BAXTER STREET 93,7,C6-1,1880,C7,UNSAFE,06/15/2015,CANBAX REALTY CORP,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,CANAL STREET 214,7,C6-1G,1915,C7,UNSAFE,04/20/2005,WO-HING REALTY CORP.,ALAN  EPSTEIN,EPSTEIN ENGINEERING PC
MANHATTAN,MAIDEN LANE 100,24,C5-5,1930,D6,UNSAFE,01/27/2021,JENNIFER  ORT,MAIDEN LANE PROPERTIES LLC,RICHARD  KOENIGSBERG,KOENIGSBERG ENGINEERING P.C.
MANHATTAN,MAIDEN LANE 100,24,C5-5,1930,D6,UNSAFE,04/28/2015,MAIDEN LANE PROPERTIES LLC,EDDIE  ARABADJIAN,STONE ENGINEERING PC
MANHATTAN,MAIDEN LANE 100,24,C5-5,1930,D6,UNSAFE,04/28/2015,MAIDEN LANE PROPERTIES LLC,EDDIE  ARABADJIAN,STONE ENGINEERING PC
MANHATTAN,PINE STREET 18,38,C5-5,1928,RM,UNSAFE,02/21/2017,NICHOLAS  BONELLO,20 PINE STREET CONDOMINIUM,WILLIAM  LAU
MANHATTAN,WALL STREET 2,21,C5-5,1932,O4,UNSAFE,02/20/2007,FILEDSTONE CAPITAL INC,HOWARD B SPIVAK,HOWARD B. SPIVAK ARCHITECT P.C
MANHATTAN,WALL STREET 2,21,C5-5,1932,O4,UNSAFE,09/28/2017,LINDSAY  MCCURRAN,Transwestern c/o Fieldstone Capital Inc.,ROBERT  JAMES,CANY ARCHITECTURE &amp; ENGINEERING DP
MANHATTAN,WALL STREET 10,32,C5-5,1912,O4,UNSAFE,07/10/2006,ANTHONY C RENEAUD,DOMANI CONSULTING INC
MANHATTAN,WALL STREET 10,32,C5-5,1912,O4,UNSAFE,07/31/2014,ROZA 14WLLC,STEPHEN B JACOBS,THE STEPHEN B JACOBS GROUP
MANHATTAN,WALL STREET 10,32,C5-5,1912,O4,UNSAFE,02/17/2017,LOUIS  ANGELIADIS,ROZA 14W LLC,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTING P.C
MANHATTAN,RECTOR STREET 2,26,C5-5,1907,O4,UNSAFE,09/23/2013,2 RECTOR STREET LLC,ROBERT  JAMES,CANY ARCH&ENG D.P.C
MANHATTAN,WARREN STREET 101,32,C6-4,2006,RM,UNSAFE,12/18/2012,THE WARREN STREET CONDO,JOHN J HOFFMANN,HOFFMANN ARCHITECTSINC
MANHATTAN,HUDSON STREET 105,11,C6-2A,1920,D0,UNSAFE,08/17/2012,FINE ARTS HOUSING INC,KEVIN L BONE,BONE/LEVINE ARCHITECTS
MANHATTAN,HUDSON STREET 105,11,C6-2A,1920,D0,UNSAFE,02/20/2018,JOE  MACARI,FINE ARTS HOUSING INC.,KEVIN  BONE,KEVIN BONE
MANHATTAN,GREENWICH STREET 371,8,C6-2A,1905,RB,UNSAFE,02/21/2007,375 GREENWICH ST. CONDO.,STAVROS I MALLIAROS,STAVROS I MALLIAROSPEP.C
MANHATTAN,GREENWICH STREET 371,8,C6-2A,1905,RB,UNSAFE,07/19/2018,IRA  LANDER,375 GREENWICH STREET CONDO ASSOCIAT,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,CEDAR STREET 130,21,C6-9,1931,H2,UNSAFE,03/08/2007,CEDAR & WASHINGTON ASSOC,ARTHUR  KAHANE,ARTHUR KAHANE ARCHITECT PC
MANHATTAN,WEST STREET 90,24,C6-9,1908,D5,UNSAFE,02/21/2012,BCRE - 90 WEST STREET LLC,RICHARD W LEFEVER,FACADE MD - ARCHITECTURE & ENGIN
MANHATTAN,WILLIAM STREET 90,17,C5-5,1967,RM,UNSAFE,02/21/2021,BARRY  BENAMI,MIDBORO MANAGEMENT INC.,WILLIAM  VARNEY,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,BROADWAY 299,18,C6-4A,1910,O6,UNSAFE,08/20/2018,NOEMI  ROSARIO,PR,EDY  ZINGHER,ETNA CONSULTING
MANHATTAN,BROADWAY 291,19,C6-4A,1911,O6,UNSAFE,08/22/2012,291 BROADWAY REALTY ASSOC,AVISHAY I MAZOR,AVISHAY I. MAZOR P.E
MANHATTAN,BROADWAY 291,19,C6-4A,1911,O6,UNSAFE,02/21/2019,DAVID  HIRSH,291 Broadway Realty Associates LLC,SILVIA  SCHLAEN,SRS ARCHITECT PC
MANHATTAN,MAIDEN LANE 125,16,C5-5,1958,RC,UNSAFE,02/20/2018,LACHAWN  LOWNDES,125 MAIDEN LANE CONDOMINIUM,ELISHA  GEIGER,GEIGER ENGINEER PC
MANHATTAN,BROADWAY 401,26,C6-2A,1930,O4,UNSAFE,11/06/2017,ALBERT  RUSSO,401 BROADWAY BUILDING LLC,NOUREDINE  BENABDELHAK,ALNOUR CONSULTING ENGINEERING PC
MANHATTAN,GRAND STREET 231,8,C6-1G,1923,H9,UNSAFE,11/05/2018,DANIEL  TSANG,HANBEE REALTY LLC,CHARLES  MERRITT,MERRITT ENGINEERING CONSULTING P.C
MANHATTAN,BROADWAY 416,9,M1-5,1899,H3,UNSAFE,10/01/2018,DORIS  LEE,KING FOOK REALTY CORP.,WALEED  AFRIDI,POST & LINTEL
MANHATTAN,BROADWAY 305,14,C6-4A,1894,O6,UNSAFE,01/20/2021,ISRAEL  ITZKOWITZ,READE BROADWAY ASSOCIATES,JAMISON  MORSE,PVE LLC
MANHATTAN,BROADWAY 305,14,C6-4A,1894,O6,UNSAFE,03/07/2013,READE BROADWAY ASSOCIATES,AVISHAY I MAZOR,AVISHAY I MAZOR P.E
MANHATTAN,CANAL STREET 224,7,M1-5,1920,O6,UNSAFE,06/21/2012,IRVING RABER & CO. INC,JOHN P MONROE,RAND ENGINEERING & ARCHITECT
MANHATTAN,CANAL STREET 224,7,M1-5,1920,O6,UNSAFE,02/14/2020,RABER ENTERPRISES  LLC,RABER ENTERPRISES LLC,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,BROADWAY 280,7,C6-4,1846,O6,UNSAFE,01/13/2014,NYC DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG.& ARCH
MANHATTAN,RUTGERS SLIP 82,21,C6-4,1995,D9,UNSAFE,08/16/2012,TWO BRIDGES SENIOR APTS LP,EVAN  PETKANAS,STONE ENGINEERING PC
MANHATTAN,RUTGERS SLIP 80,10,C6-4,1987,D9,UNSAFE,08/16/2012,TWO BRIDGES SENIOR APTS LP,EVAN  PETKANAS,STONE ENGINEERING PC
MANHATTAN,WATER STREET 604,21,R7-2,1964,D4,UNSAFE,02/13/2007,GOUVENEUR GARDENS HOUSING,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,MONTGOMERY STREET 35,21,R7-2,1964,D4,UNSAFE,02/21/2007,GOUVENEUR GARDENS HOUSIN,ALAN S EPSTEIN,EPSTEIN ENGINEERINGP.C
MANHATTAN,FULTON STREET 110,15,C6-4,1929,RM,UNSAFE,04/20/2018,JEFFREY  GOLDSTEIN,110 Fulton Street Condominium,IVAN  MRAKOVCIC,RAND ENGINEERING & ARCHITECTURE DP
MANHATTAN,RUTGERS STREET 20,9,R7-2,1912,RM,UNSAFE,02/21/2013,THE GARFIELD BUILDING CO,JOSE M LANDAURO,JOSE M LANDAURO PE
MANHATTAN,BAYARD STREET 50,8,C6-1,1985,R4,UNSAFE,02/20/2007,BRIDGEVIEW HOUSE CONDO,MICHAEL  LARKIN,RAND ENGINEERING & ARCHITECTURE
MANHATTAN,BAYARD STREET 50,8,C6-1,1985,R4,UNSAFE,02/19/2019,JEFFREY  GOLDSTEIN,Bridgeview House Condominium,TIMOTHY  WEBB,O&S ASSOCIATES
MANHATTAN,BAYARD STREET 50,8,C6-1,1985,R4,UNSAFE,02/21/2013,IRVING RABER & CO.INC,YEVGENIY  GUREVICH,RAND ENINEERING & ARCHITECT
MANHATTAN,FULTON STREET 127,10,C5-5,1900,RM,UNSAFE,09/06/2013,127 FULTON LLC,EDWARD T SIMONIELLO,SW ENGINEERING CO; PLLC
MANHATTAN,FULTON STREET 127,10,C5-5,1900,RM,UNSAFE,09/06/2013,KPR PARTNERS LLC,EDWARD T SIMONIELLO,SW ENGINEERING CO.PLLC
MANHATTAN,FULTON STREET 127,10,C5-5,1900,RM,UNSAFE,02/08/2019,ADAM  CHAZAN,42 ANN STREET CONDOMINIUM,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,WORTH STREET 125,10,C6-4,1934,O3,UNSAFE,10/04/2018,JOSEPH  WAGNER,DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG. & ARCH.
MANHATTAN,CENTRE STREET 111,12,C6-4,1958,Z3,UNSAFE,06/27/2007,NYC DEPT.OF CITYWIDE ADM,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCHITECT
MANHATTAN,CENTRE STREET 111,12,C6-4,1958,Z3,UNSAFE,03/05/2014,NYC DCAS,PAUL  MILLMAN,SUPERSTRUCTURES ENG & ARCH
MANHATTAN,BROADWAY 350,12,C6-4A,1920,RX,UNSAFE,02/19/2013,350 BROADWAY REALTY LLC,ALAN S EPSTEIN,EPSTEIN ENGINEERINF PC
MANHATTAN,BROADWAY 350,12,C6-4A,1920,RX,UNSAFE,02/21/2019,KAREN M BARRETTT,Leonard Condominium,EDY  ZINGHER,ETNA CONSULTING
MANHATTAN,WEST BROADWAY 260,11,C6-2A,1894,RM,UNSAFE,01/29/2013,260 WEST BROADWAY CONDO,NICHOLAS  MELONE,MELONE ARCHITECTS
MANHATTAN,LAFAYETTE STREET 78,17,C6-4A,1920,H8,UNSAFE,02/21/2007,CORAL LAFAYETTE LLC,RICHARD W LEFEVER,FACADE MAINTENANCE DESIGN P.C
MANHATTAN,LAFAYETTE STREET 78,17,C6-4A,1920,H8,UNSAFE,02/21/2019,ANNA  LEKHT,CORAL LAFAYETTE LLC,RICHARD  LEFEVER,FACADE MD ARCHITECTURE AND ENGINEER
MANHATTAN,HUDSON STREET 139,16,C6-2A,1929,RM,UNSAFE,02/13/2007,145 HUDSON ST ASSOCIATES,JAMES J BLUM,JOSEPH K. BLUM CO LLP
MANHATTAN,HUDSON STREET 161,9,C6-2A,1912,RM,UNSAFE,02/21/2017,JASDEEP SINGH MAGHERA,PR,JAMES  CICALO
MANHATTAN,GREENWICH STREET 430,7,C6-2A,1884,D4,UNSAFE,02/27/2008,FOUNDERS ALBATROSS INC.,ALAN S EPSTEIN,EPSTEIN ENGINEERING P.C
MANHATTAN,VESTRY STREET 11,6,C6-2A,1909,RM,UNSAFE,02/23/2017,RICHARD  BRAUN,Vestry House Inc.,EDWARD  SIMONIELLO,SW ENGINEERING COMPANY PLLC
MANHATTAN,VESTRY STREET 12,7,M1-6,1883,O6,UNSAFE,02/21/2013,TRINITY REAL ESTATE,DAVID  MAY,SUPERSTRUCTURES
MANHATTAN,THOMPSON STREET 17,7,M1-5B,1910,C6,UNSAFE,02/21/2018,ANDREA  WILSON,PR,JOHN  MURRAY,CASEWORKS ARCHITECT PLLC
MANHATTAN,WEST BROADWAY 307,7,M1-5A,1892,D4,UNSAFE,02/12/2018,EMILIE  GODFREY,Jacob Cram Cooperative Inc.,VIVEK  PATEL,RAND ENGINEERING & ARCHITECTURE DP
MANHATTAN,FRANKLIN STREET 139,10,C6-2A,1915,E1,UNSAFE,02/17/2017,JOHN  SOFIA,139-141 Franklin Street Realty Corp.,ROBERT  ANTONUCCI,ANTONUCCI &amp; ASSOCIATES ARCHITECTS
MANHATTAN,FRANKLIN STREET 139,10,C6-2A,1915,E1,UNSAFE,03/01/2011,139-41 FRANKLIN STREET REALTY C,ROBERT  ANTONUCCI,ANTONUCCI & ASSOCIATES
MANHATTAN,LEONARD STREET 18,8,C6-2A,1915,R4,UNSAFE,02/10/2012,THE JUILLIARD BUILDING CONDO,JOSEPH  LEVINE,BONE/LEVINE ARCHITECTS
MANHATTAN,HARRISON STREET 11,7,C6-2A,1893,RM,UNSAFE,08/16/2012,11 HARRISON ASSOCIATES,ABBAS A SHAH,EMPIRETECH CONSULTING
MANHATTAN,HARRISON STREET 6,8.5,C6-2A,1885,RC,UNSAFE,02/21/2007,NY MERCANTILE EXCHBLDG,JOHN D NAKROSIS,JOHN NAKROSIS JR BUILDING DESIGN
MANHATTAN,EAST BROADWAY 264,20,R8,1960,D4,UNSAFE,02/19/2019,DARCEY  GERSTEIN,SEWARD PARK HOUSING CORP.,RONALD  ERICKSON,RONALD R. ERICKSON
MANHATTAN,HUDSON STREET 110,10,C6-2A,1904,RM,UNSAFE,02/14/2012,BORDEN HOUSE CONDOMINIUM,JAY E BUTLER,JAY E. BUTLER P.E
